time,latitude,longitude,depth,mag,magType
2013-02-06T01:23:19.760Z,-11.183,164.882,10,7.1,mww
2013-02-06T01:12:25.830Z,-10.799,165.114,24,8,mww
2013-01-05T08:58:19.330Z,55.393,-134.652,10,7.5,mww
2012-12-10T16:53:08.770Z,-6.533,129.825,155,7.1,mww
2012-12-07T08:18:23.130Z,37.89,143.949,31,7.3,mww
2012-11-07T16:35:46.930Z,13.988,-91.895,24,7.4,mww
2012-10-28T03:04:08.820Z,52.788,-132.101,14,7.8,mww
2012-09-30T16:31:35.970Z,1.929,-76.362,170,7.3,mww
2012-09-05T14:42:07.800Z,10.085,-85.315,35,7.6,mww
2012-08-31T12:47:33.380Z,10.811,126.638,28,7.6,mww
2012-08-27T04:37:19.430Z,12.139,-88.59,28,7.3,mww
2012-08-14T02:59:38.460Z,49.8,145.064,583.2,7.7,mww
2012-04-12T07:15:48.500Z,28.696,-113.104,13,7,mww
2012-04-11T10:43:10.850Z,0.802,92.463,25.1,8.2,mwc
2012-04-11T08:38:36.720Z,2.327,93.063,20,8.6,mw
2012-03-25T22:37:06.000Z,-35.2,-72.217,40.7,7.1,mww
2012-03-20T18:02:47.440Z,16.493,-98.231,20,7.4,mww
2012-02-02T13:34:40.650Z,-17.827,167.133,23,7.1,mww
2012-01-10T18:36:59.080Z,2.433,93.21,19,7.2,mww
2011-12-14T05:04:58.630Z,-7.551,146.809,135,7.1,mww
2011-10-23T10:41:23.250Z,38.721,43.508,18,7.1,mww
2011-10-21T17:57:16.100Z,-28.993,-176.238,33,7.4,mww
2011-09-15T19:31:04.080Z,-21.611,-179.528,644.6,7.3,mww
2011-09-03T22:55:40.920Z,-20.671,169.716,185.1,7,mww
2011-08-24T17:46:11.650Z,-7.641,-74.525,147,7,mww
2011-08-20T18:19:23.550Z,-18.311,168.218,28,7.1,mww
2011-08-20T16:55:02.810Z,-18.365,168.143,32,7.2,mww
2011-07-10T00:57:10.800Z,38.034,143.264,23,7,mww
2011-07-06T19:03:18.260Z,-29.539,-176.34,17,7.6,mww
2011-06-24T03:09:39.470Z,52.05,-171.836,52,7.3,mww
2011-04-07T14:32:43.290Z,38.276,141.588,42,7.1,mww
2011-03-11T06:25:50.300Z,38.058,144.59,18.6,7.7,mwc
2011-03-11T06:15:40.280Z,36.281,141.111,42.6,7.9,mwc
2011-03-11T05:46:24.120Z,38.297,142.373,29,9.1,mww
2011-03-09T02:45:20.330Z,38.435,142.842,32,7.3,mww
2011-01-18T20:23:23.480Z,28.777,63.951,68,7.2,mww
2011-01-13T16:16:41.540Z,-20.628,168.471,9,7,mww
2011-01-02T20:20:17.780Z,-38.355,-73.326,24,7.2,mww
2011-01-01T09:56:58.120Z,-26.803,-63.136,576.8,7,mww
2010-12-25T13:16:37.000Z,-19.702,167.947,16,7.3,mwc
2010-12-21T17:19:40.660Z,26.901,143.698,14,7.4,mwc
2010-10-25T14:42:22.460Z,-3.487,100.082,20.1,7.8,mwc
2010-09-29T17:11:25.940Z,-4.963,133.76,26,7,mwc
2010-09-03T16:35:47.770Z,-43.522,171.83,12,7,mwc
2010-08-12T11:54:15.580Z,-1.266,-77.306,206.7,7.1,mwc
2010-08-10T05:23:44.980Z,-17.541,168.069,25,7.3,mwc
2010-08-04T22:01:43.620Z,-5.746,150.765,44,7,mww
2010-07-23T23:15:10.190Z,6.776,123.259,640.6,7.5,mwc
2010-07-23T22:51:11.840Z,6.497,123.48,578,7.6,mwc
2010-07-23T22:08:11.250Z,6.718,123.409,607.1,7.3,mwc
2010-07-18T13:34:59.360Z,-5.931,150.59,35,7.3,mwc
2010-06-16T03:16:27.550Z,-2.174,136.543,18,7,mwc
2010-06-12T19:26:50.460Z,7.881,91.936,35,7.5,mwc
2010-05-27T17:14:46.570Z,-13.698,166.643,31,7.2,mwc
2010-05-09T05:59:41.620Z,3.748,96.018,38,7.2,mwc
2010-04-06T22:15:01.580Z,2.383,97.048,31,7.8,mwc
2010-04-04T22:40:42.360Z,32.2861667,-115.2953333,9.987,7.2,mw
2010-03-11T14:55:27.510Z,-34.326,-71.799,18,7,mwc
2010-02-27T08:01:23.010Z,-37.773,-75.048,35,7.4,mwc
2010-02-27T06:34:11.530Z,-36.122,-72.898,22.9,8.8,mww
2010-02-26T20:31:26.970Z,25.93,128.425,25,7,mwc
2010-01-12T21:53:10.060Z,18.443,-72.571,13,7,mwc
2010-01-03T22:36:25.640Z,-8.783,157.354,10,7.1,mwc
2009-11-09T10:44:55.110Z,-17.239,178.331,595,7.3,mwc
2009-10-07T23:13:48.160Z,-13.093,166.497,31.1,7.4,mwc
2009-10-07T22:18:51.240Z,-12.517,166.382,35,7.8,mwc
2009-10-07T22:03:14.470Z,-13.006,166.51,45,7.7,mww
2009-09-30T10:16:09.250Z,-0.72,99.867,81,7.6,mwc
2009-09-29T17:48:10.990Z,-15.489,-172.095,18,8.1,mwc
2009-09-02T07:55:01.050Z,-7.782,107.297,46,7,mwc
2009-08-10T19:55:38.730Z,14.099,92.902,24,7.5,mwc
2009-08-09T10:55:55.110Z,33.167,137.944,292,7.1,mwc
2009-07-15T09:22:29.030Z,-45.762,166.562,12,7.8,mwc
2009-05-28T08:24:46.560Z,16.731,-86.217,19,7.3,mwc
2009-03-19T18:17:40.470Z,-23.043,-174.66,31,7.6,mwc
2009-02-18T21:53:45.160Z,-27.424,-176.33,25,7,mwc
2009-02-11T17:34:50.490Z,3.886,126.387,20,7.2,mwc
2009-01-15T17:49:39.070Z,46.857,155.154,36,7.4,mwc
2009-01-03T22:33:40.290Z,-0.691,133.305,23,7.4,mwc
2009-01-03T19:43:50.650Z,-0.414,132.885,17,7.7,mwc
2008-11-24T09:02:58.760Z,54.203,154.322,492.3,7.3,mwc
2008-11-16T17:02:32.700Z,1.271,122.091,30,7.4,mww
2008-09-29T15:19:31.590Z,-29.756,-177.683,36,7,mwc
2008-07-19T02:39:28.700Z,37.552,142.214,22,7,mwc
2008-07-05T02:12:04.480Z,53.882,152.886,632.8,7.7,mwc
2008-06-30T06:17:43.020Z,-58.227,-22.099,8,7,mwc
2008-05-12T06:28:01.570Z,31.002,103.322,19,7.9,mwc
2008-04-12T00:30:12.600Z,-55.664,158.453,16,7.1,mwc
2008-04-09T12:46:12.720Z,-20.071,168.892,33,7.3,mwc
2008-03-20T22:32:57.930Z,35.49,81.467,10,7.2,mwc
2008-02-25T08:36:33.030Z,-2.486,99.972,25,7.2,mwc
2008-02-20T08:08:30.520Z,2.768,95.964,26,7.4,mwc
2007-12-19T09:30:27.930Z,51.36,-179.509,34,7.2,mwc
2007-12-09T07:28:20.820Z,-25.996,-177.514,152.5,7.8,mwc
2007-11-29T19:00:20.420Z,14.944,-61.274,156,7.4,mwb
2007-11-14T15:40:50.530Z,-22.247,-69.89,40,7.7,mwc
2007-10-31T03:30:15.960Z,18.9,145.388,207,7.2,mwb
2007-09-30T05:23:34.070Z,-49.271,164.115,10,7.4,mwc
2007-09-28T13:38:57.880Z,22.013,142.668,260,7.5,mwc
2007-09-13T03:35:28.720Z,-2.13,99.627,22,7,mwc
2007-09-12T23:49:03.720Z,-2.625,100.841,35,7.9,mwc
2007-09-12T11:10:26.830Z,-4.438,101.367,34,8.4,mww
2007-09-02T01:05:18.150Z,-11.61,165.762,35,7.2,mwc
2007-08-15T23:40:57.890Z,-13.386,-76.603,39,8,mwc
2007-08-08T17:05:04.920Z,-5.859,107.419,280,7.5,mwc
2007-08-01T17:08:51.400Z,-15.595,167.68,120,7.2,mwb
2007-04-01T20:39:58.710Z,-8.466,157.043,24,8.1,mwc
2007-03-25T00:40:01.610Z,-20.617,169.357,34,7.1,mwb
2007-01-21T11:27:45.060Z,1.065,126.282,22,7.5,mwc
2007-01-13T04:23:21.160Z,46.243,154.524,10,8.1,mwc
2006-12-26T12:26:21.140Z,21.799,120.547,10,7.1,mwb
2006-11-15T11:14:13.570Z,46.592,153.266,10,8.3,mwc
2006-08-20T03:41:48.040Z,-61.029,-34.371,13,7,mwb
2006-07-17T08:19:26.680Z,-9.284,107.419,20,7.7,mwc
2006-05-16T10:39:23.340Z,-31.81,-179.307,152,7.4,mwb
2006-05-03T15:26:40.290Z,-20.187,-174.123,55,8,mwc
2006-04-20T23:25:02.150Z,60.949,167.089,22,7.6,mwc
2006-02-22T22:19:07.800Z,-21.324,33.583,11,7,mwb
2006-01-27T16:58:53.670Z,-5.473,128.131,397,7.6,mwc
2006-01-02T22:13:40.490Z,-19.926,-178.178,582.9,7.2,mwc
2006-01-02T06:10:49.760Z,-60.957,-21.606,13,7.4,mwc
2005-11-14T21:38:51.420Z,38.107,144.896,11,7,mwc
2005-10-08T03:50:40.800Z,34.539,73.588,26,7.6,mwc
2005-09-26T01:55:37.670Z,-5.678,-76.398,115,7.5,mwb
2005-09-09T07:26:43.730Z,-4.539,153.474,90,7.6,mwc
2005-08-16T02:46:28.400Z,38.276,142.039,36,7.2,mwc
2005-07-24T15:42:06.210Z,7.92,92.19,16,7.2,mwc
2005-06-15T02:50:54.190Z,41.292,-125.953,16,7.2,mwc
2005-06-13T22:44:33.900Z,-19.987,-69.197,115.6,7.8,mwb
2005-03-28T16:09:36.530Z,2.085,97.108,30,8.6,mww
2005-03-02T10:42:12.230Z,-6.527,129.933,201.7,7.1,mwb
2005-02-05T12:23:18.940Z,5.293,123.337,525,7.1,mwc
2004-12-26T04:21:29.810Z,6.91,92.958,39.2,7.2,mwc
2004-12-26T00:58:53.450Z,3.295,95.982,30,9.1,mw
2004-12-23T14:59:04.410Z,-49.312,161.345,10,8.1,mwc
2004-11-28T18:32:14.130Z,43.006,145.119,39,7,mwb
2004-11-26T02:25:03.310Z,-3.609,135.404,10,7.1,mwc
2004-11-22T20:26:23.900Z,-46.676,164.721,10,7.1,mwc
2004-11-15T09:06:56.560Z,4.695,-77.508,15,7.2,mwb
2004-11-11T21:26:41.150Z,-8.152,124.868,10,7.5,mwc
2004-10-09T21:26:53.690Z,11.422,-86.665,35,7,mwc
2004-09-05T14:57:18.610Z,33.184,137.071,10,7.4,mwb
2004-09-05T10:07:07.820Z,33.07,136.618,14,7.2,mwc
2004-07-25T14:35:19.060Z,-2.427,103.981,582.1,7.3,mwb
2004-07-15T04:27:14.730Z,-17.656,-178.76,565.5,7.1,mwc
2004-02-07T02:42:35.210Z,-4.003,135.023,10,7.3,mwb
2004-02-05T21:05:02.840Z,-3.615,135.538,16.6,7,mwc
2004-01-03T16:23:21.020Z,-22.253,169.683,22,7.1,mwc
2003-12-27T16:00:59.450Z,-22.015,169.766,10,7.3,mwc
2003-11-17T06:43:06.800Z,51.146,178.65,33,7.8,mwc
2003-10-31T01:06:28.280Z,37.812,142.619,10,7,mwb
2003-09-27T11:33:25.080Z,50.038,87.813,16,7.3,mwb
2003-09-25T21:08:00.030Z,41.774,143.593,33,7.4,mwc
2003-09-25T19:50:06.360Z,41.815,143.91,27,8.3,mwc
2003-08-21T12:12:49.790Z,-45.104,167.144,28,7.2,mwc
2003-08-04T04:37:20.130Z,-60.532,-43.411,10,7.6,mwc
2003-07-15T20:27:50.530Z,-2.598,68.382,10,7.6,mwc
2003-06-20T06:19:38.910Z,-7.606,-71.722,558.1,7.1,mwc
2003-05-26T19:23:27.940Z,2.354,128.855,31,7,mwc
2003-05-26T09:24:33.400Z,38.849,141.568,68,7,mwb
2003-03-17T16:36:17.310Z,51.272,177.978,33,7.1,mwb
2003-03-17T16:36:09.856Z,50.3298,177.5472,5,7,mw
2003-01-22T02:06:34.610Z,18.77,-104.104,24,7.6,mwb
2003-01-20T08:43:06.070Z,-10.491,160.77,33,7.3,mwc
2002-11-17T04:53:53.540Z,47.824,146.209,459.1,7.3,mwc
2002-11-03T22:12:41.518Z,63.5141,-147.4529,4.2,7.9,mw
2002-11-03T22:12:41.000Z,63.517,-147.444,4.9,7.9,mwc
2002-11-02T01:26:10.700Z,2.824,96.085,30,7.4,mwb
2002-10-10T10:50:20.570Z,-1.757,134.297,10,7.6,mwc
2002-09-08T18:44:23.710Z,-3.302,142.945,13,7.6,mwc
2002-08-19T11:08:24.310Z,-23.884,178.495,675.4,7.7,mwc
2002-08-19T11:01:01.190Z,-21.696,-179.513,580,7.7,mwc
2002-06-28T17:19:30.270Z,43.752,130.666,566,7.3,mwc
2002-04-26T16:06:07.000Z,13.088,144.619,85.7,7.1,mwc
2002-03-31T06:52:50.490Z,24.279,122.179,32.8,7.1,mwc
2002-03-05T21:16:09.130Z,6.033,124.249,31,7.5,mwc
2002-03-03T12:08:19.740Z,36.502,70.482,225.6,7.4,mwc
2002-01-02T17:22:48.760Z,-17.6,167.856,21,7.2,mwc
2001-12-12T14:02:35.040Z,-42.813,124.688,10,7.1,mwc
2001-11-14T09:26:10.010Z,35.946,90.541,10,7.8,mwc
2001-10-31T09:10:20.000Z,-5.912,150.196,33,7,mwc
2001-10-19T03:28:44.460Z,-4.102,123.907,33,7.5,mwc
2001-10-12T15:02:16.840Z,12.686,144.98,37,7,mwc
2001-08-21T06:52:06.250Z,-36.813,-179.575,33,7.1,mwc
2001-07-07T09:38:43.520Z,-17.543,-72.077,33,7.6,mwc
2001-06-23T20:33:14.130Z,-16.265,-73.641,33,8.4,mww
2001-06-03T02:41:57.160Z,-29.666,-178.633,178.1,7.2,mwc
2001-02-24T07:23:48.730Z,1.271,126.249,35,7.1,mwc
2001-02-13T19:28:30.260Z,-4.68,102.562,36,7.4,mwc
2001-01-26T03:16:40.500Z,23.419,70.232,16,7.7,mwc
2001-01-13T17:33:32.380Z,13.049,-88.66,60,7.7,mwc
2001-01-10T16:02:44.230Z,57.078,-153.211,33,7,mwc
2001-01-09T16:49:28.000Z,-14.928,167.17,103,7.1,mwb
2001-01-01T06:57:04.170Z,6.898,126.579,33,7.5,mwc
2000-12-06T17:11:06.400Z,39.566,54.799,30,7,mwc
2000-11-17T21:01:56.490Z,-5.496,151.781,33,7.8,mwc
2000-11-16T07:42:16.930Z,-5.233,153.102,30,7.8,mwc
2000-11-16T04:54:56.740Z,-3.98,152.169,33,8,mwc
2000-10-29T08:37:08.770Z,-4.766,153.945,50,7,mwc
2000-10-04T16:58:44.310Z,-15.421,166.91,23,7,mwc
2000-08-06T07:27:12.900Z,28.856,139.556,394.8,7.4,mwc
2000-06-18T14:44:13.310Z,-13.802,97.453,10,7.9,mwc
2000-06-04T16:28:26.170Z,-4.721,102.087,33,7.9,mwc
2000-05-12T18:43:18.120Z,-23.548,-66.452,225,7.2,mwc
2000-05-04T04:21:16.210Z,-1.105,123.573,26,7.6,mwc
2000-04-23T09:27:23.320Z,-28.307,-62.99,608.5,7,mwb
2000-03-28T11:00:22.510Z,22.338,143.73,126.5,7.6,mwc
2000-02-25T01:43:58.640Z,-19.528,173.818,33,7.1,mwc
2000-01-08T16:47:20.580Z,-16.925,-174.248,183.4,7.2,mwc
